Index,Original Label,Predicted Label,Conf_0,Conf_1,Conf_2,Conf_3,Conf_4,Conf_5,Conf_6,Conf_7,Conf_8,Conf_9
12,2,2,0.0004612694028764963,9.908156926030642e-07,0.99277663230896,0.003499566111713648,0.0008314496953971684,0.00038646478787995875,0.0014232556568458676,0.0006005571340210736,1.0497831681277603e-05,9.362340279039927e-06
13,1,1,7.875972096726969e-10,0.9993935823440552,1.5867791455792535e-11,1.13182831995573e-08,1.3301818535538246e-09,1.2150986883341375e-09,1.7948117658761475e-07,1.6963038973472067e-08,0.0004429901600815356,0.00016321503790095448
14,0,0,0.9299769401550293,2.913134085247293e-05,3.420857683522627e-05,3.7064347679915954e-07,6.822822615504265e-05,4.205101049592486e-06,7.304426162590971e-06,1.2170729860372376e-05,0.06985970586538315,7.686312528676353e-06
15,5,5,0.00017072887567337602,9.266827692044899e-05,0.000740828167181462,0.2080528289079666,0.002134347101673484,0.7767960429191589,0.000995611073449254,0.010986468754708767,3.010571845152299e-06,2.7411400878918357e-05
16,7,7,9.796268614081782e-07,3.867789200029392e-09,3.6997221286583226e-08,3.9522923600543436e-08,3.743349589058198e-05,3.558751586751896e-06,1.8409154201037836e-09,0.9999579191207886,9.82226078249937e-10,1.000690375008162e-08
17,5,4,0.003957551904022694,3.4115620906050026e-07,0.0027436790987849236,0.0006055120611563325,0.8292070627212524,0.005639559123665094,4.000628905487247e-06,0.1576818972826004,6.073866825317964e-05,9.964100900106132e-05
18,1,1,1.122709932133148e-06,0.9796057343482971,6.565859678175912e-08,2.2032866127119632e-06,4.654868046571892e-09,1.7300713750501018e-07,0.0002960283600259572,3.4979179552863116e-09,0.020090775564312935,3.847752850560937e-06
19,3,3,0.00010804256453411654,2.583968807812198e-07,0.0001787431538105011,0.7699527144432068,0.008045874536037445,0.21811944246292114,3.0441400667768903e-05,0.003553252900019288,7.545291396127141e-07,1.0497015864530113e-05
20,3,3,2.926823299276293e-07,7.889241260272684e-08,0.0002865519199986011,0.9007629156112671,4.218407866574125e-06,7.813464617356658e-05,0.09885989129543304,3.3285786571468634e-07,6.229142400115961e-06,1.2452642295102123e-06
21,8,8,8.874114221235629e-10,3.12122261370007e-09,7.441851822276302e-12,2.384706147828819e-11,1.1872146495062186e-11,7.073552355831014e-13,2.5748389965302154e-12,4.4358021081139856e-14,1.0,3.732088860175509e-09
22,8,8,2.0479950535445823e-07,8.12739671118834e-08,1.1098169050427487e-09,2.4955455479869215e-09,1.6097647659307768e-09,2.651321162616682e-09,4.598962183299804e-11,1.9352569546882137e-10,0.9999992847442627,4.662199444283033e-07
23,5,5,1.901570243489914e-07,3.1695569191469986e-07,0.00026349161635152996,0.11219967156648636,0.12650397419929504,0.7571961283683777,0.0032844662200659513,0.0005491480114869773,2.644785865868471e-07,2.380527575951419e-06
24,2,2,0.1819070279598236,8.374283311241015e-08,0.8179011940956116,7.362383621511981e-05,3.5434641176834702e-06,9.46347790886648e-06,0.00010166301944991574,1.102423894394633e-07,2.3764773686707485e-06,9.083755685423966e-07
25,1,1,4.631389889653281e-12,0.9999994039535522,1.8247306443619493e-11,3.642866173644843e-13,2.0386637256814e-12,7.017791295998999e-13,1.318070985689701e-09,2.9760232906489437e-13,6.780259464989058e-09,6.356981998578703e-07
26,5,5,1.1148448720632587e-05,3.69338022210286e-06,0.00591153372079134,0.02024862729012966,0.004200557246804237,0.8987206220626831,0.05827774852514267,0.012613978236913681,1.093551873054821e-05,1.180584490612091e-06
27,5,6,0.02293301932513714,0.0026689961086958647,0.02308238297700882,0.06277817487716675,0.0637822076678276,0.003169009694829583,0.8033580183982849,0.008733917027711868,0.0010174575727432966,0.00847683660686016
28,6,6,6.180470336403232e-06,2.2556631051884324e-07,0.002030826173722744,0.000659072888083756,6.668955847999314e-06,0.00012983591295778751,0.9969620108604431,3.743298293557018e-07,0.00019998550124000758,4.822820756089641e-06
29,1,1,0.00037977274041622877,0.9995856881141663,3.11627474047782e-07,5.088712740075607e-08,2.1101985225868702e-07,8.401398332580357e-08,1.1076226158479585e-08,5.178409878681123e-08,2.514951120247133e-05,8.70115945872385e-06
30,1,1,5.1122615933292884e-14,1.0,4.3141458152184606e-14,2.353814351410818e-15,3.730773292142715e-16,4.07050322539116e-15,3.004952294887722e-15,1.307962072068285e-16,3.489672717460479e-10,8.760232539373192e-09
31,3,4,0.009698312729597092,3.760667141250451e-06,0.06269516795873642,0.028660720214247704,0.8477597236633301,0.019353331997990608,0.004058687016367912,0.00502939336001873,0.022701309993863106,3.951779945055023e-05
32,9,1,0.0006177021423354745,0.8305756449699402,4.404960805004521e-07,4.3997715692967176e-05,3.170433160448738e-07,4.145497769059148e-06,1.3663650406670058e-06,3.559694619070797e-07,0.00011429010919528082,0.16864177584648132
33,1,1,9.0203142733003e-09,0.9999216794967651,1.630204971014848e-09,2.3811086435898687e-09,2.8787687789133543e-09,1.6062884355960705e-08,2.752985324150359e-07,5.578345341206159e-09,7.052766159176826e-05,7.440241915901424e-06
34,9,9,2.33120420745081e-08,0.0001865239319158718,3.994594521827821e-08,2.1933938114671037e-06,3.234720907130395e-06,3.48303714758913e-08,9.335864774584479e-07,3.1702771963182386e-08,1.3753273378824815e-05,0.9997933506965637
35,0,0,0.9853281378746033,9.061192940862384e-06,0.0034083283971995115,5.652087929775007e-05,0.009262208826839924,0.00016444803623016924,2.1084204490762204e-05,0.0011056351941078901,0.0004005841910839081,0.0002440317621221766
36,4,4,5.772961861154335e-14,5.223268903308638e-15,1.5381132811853604e-08,1.2789654751932389e-11,0.9999938011169434,2.8495003334683133e-07,2.2737116822570819e-13,5.911866537644528e-06,9.554906033591194e-15,2.0908962563193252e-14
37,5,5,7.70152496464005e-13,6.675142643491894e-12,9.31721100272398e-09,7.02975521562621e-05,6.929627427432195e-10,0.9999285936355591,1.1193573072887375e-06,2.778351992915873e-10,3.656992677431026e-12,9.367607384236365e-12
38,4,4,3.715078719324083e-06,5.756097607445554e-07,0.0058983382768929005,0.005093020852655172,0.9705819487571716,0.01798803173005581,0.00016920808411668986,0.0002593238896224648,1.7504727338746306e-06,4.032629476569127e-06
39,5,5,1.5097498806682097e-09,7.672925761426086e-08,5.854581559106009e-06,0.0011444821720942855,1.9145979877066566e-06,0.99872225522995,7.072673179209232e-05,5.434424019767903e-05,3.9633196280419725e-08,2.0471280492984079e-07
40,2,2,1.2842521357470105e-07,1.900730267623274e-10,0.999998927116394,2.8140819452460164e-08,9.194497465614404e-07,8.055009992347095e-09,3.674983162227363e-08,1.5666542507730696e-09,1.1550886469535726e-08,6.79960143745717e-10
41,8,8,6.5015869950002525e-06,0.04783863201737404,1.4112401025556665e-08,8.062886081461329e-06,7.509631250179893e-10,4.787796470395733e-08,6.139918440339898e-08,7.685957981173885e-10,0.9521431922912598,3.5292903248773655e-06
42,6,6,0.023285284638404846,0.001203201594762504,0.0026821016799658537,0.02441445179283619,0.0006056300480850041,0.07186474651098251,0.8363272547721863,2.15447144000791e-05,0.01761726848781109,0.021978629752993584
43,4,4,8.215019420276803e-07,2.274357369103086e-09,2.4319460862898268e-06,3.909300261284443e-08,0.9999953508377075,3.60553826794785e-07,8.0229503041096e-09,9.124087227974087e-07,3.799971892703979e-09,7.38148986378917e-10
44,0,4,0.3699144124984741,3.982840553362621e-06,0.18244244158267975,0.0014604300959035754,0.42607390880584717,0.01907568797469139,0.0004902785294689238,8.603071910329163e-05,0.0003908444195985794,6.201767973834649e-05
45,0,8,0.07903474569320679,0.00042801530798897147,0.005542874336242676,6.108597881393507e-05,0.0007916799513623118,1.1571089999051765e-05,0.009299593977630138,7.402023584290873e-06,0.8844126462936401,0.02041034772992134
46,9,9,3.885671503667254e-06,0.2586773633956909,7.639544108428709e-09,3.076576149396715e-08,2.832148127129841e-10,1.3150919464521849e-08,2.9604755980017217e-08,3.150494762849121e-07,0.00012634230370167643,0.7411919832229614
47,7,7,3.290252425358631e-05,1.8721154049217148e-07,7.667192676308332e-07,1.4769102563150227e-07,1.9783108200499555e-06,1.3978265087644104e-05,3.3256046805263395e-08,0.9999496936798096,1.6080264231277397e-07,2.1202338018611044e-07
48,9,9,0.0014266950311139226,0.0007549836300313473,2.801324262691196e-05,4.67910613224376e-05,1.5057681821417646e-06,1.0158436452911701e-05,8.188453648472205e-05,0.0003481835301499814,3.442334127612412e-05,0.9972673654556274
49,8,8,0.0002515911473892629,1.0365084563090932e-05,3.35799569484152e-07,2.693903411454812e-07,1.2095207058138158e-09,1.4961141658886845e-08,3.40588379721396e-09,7.062032070237478e-10,0.9971386194229126,0.0025988095439970493
50,3,3,4.590459866449237e-05,2.414688651697361e-06,1.8574872228782624e-05,0.9634896516799927,0.0020291798282414675,0.03356637805700302,4.425452425493859e-05,0.0005521210841834545,2.9105976864229888e-05,0.00022232516494113952
51,9,9,0.003585454309359193,0.001858344068750739,2.0207482975820312e-07,1.0131932867807336e-05,4.168550731264986e-06,1.3582043720816728e-05,2.1514911168196704e-06,1.111600886360975e-05,1.2003250731140724e-06,0.9945136308670044
52,8,8,5.665435676149855e-09,1.293332663188096e-09,2.4793106456755254e-10,1.2261591741946631e-10,8.191742423280246e-11,9.503470926874868e-12,9.701752595736579e-11,2.71306875620006e-13,1.0,2.1556635587671735e-08
53,8,8,0.0023814607411623,2.2671272290608613e-06,0.0001283627061638981,3.565720544429496e-05,8.723919563635718e-06,6.604493592021754e-06,5.4933880164753646e-06,2.846704774128739e-06,0.9973710775375366,5.75511330680456e-05
54,7,7,2.2314643501886167e-06,5.901721920054115e-07,1.5264248531821067e-07,0.0001517125783720985,2.5645863388490397e-06,8.184666512534022e-06,9.982914050965519e-09,0.9997703433036804,1.8707616789015447e-08,6.416145333787426e-05
55,2,2,8.745434024604037e-05,6.402467533916933e-08,0.926464319229126,0.001595591544173658,0.0024271789006888866,0.0693398118019104,7.942429510876536e-05,3.4456868434062926e-06,7.255088121382869e-07,2.0582947399816476e-06
56,6,6,1.1504490657898714e-06,1.4784623090235982e-05,0.0006202033837325871,7.337614533753367e-06,3.81571298930794e-05,1.9748506474570604e-06,0.9993151426315308,3.939269799246858e-09,3.154950789507893e-08,1.1361939868947957e-06
57,7,7,0.00013933534501120448,4.344245826359838e-05,0.015468024648725986,0.0017421505181118846,0.004379285499453545,0.00023352734569925815,2.2982365408097394e-05,0.9778778553009033,9.170061275654007e-06,8.427911961916834e-05
58,1,1,1.2596064191683354e-09,0.9999957084655762,9.735295035395719e-12,7.637991350506468e-10,3.1356386671205216e-12,6.27868312896851e-10,5.665162561285797e-09,1.4574740719863755e-11,1.567614482667068e-09,4.326104772189865e-06
59,3,3,3.4008893479153812e-09,5.37717426141171e-09,1.4024763572706433e-07,0.9536285400390625,1.5273609506039065e-06,0.04636115953326225,2.5445663354162207e-08,8.526511010131799e-06,1.1469614946690854e-07,5.397022828645959e-10
60,8,8,2.121858422299283e-08,2.21667906252776e-09,9.24920851019806e-09,2.2393685128463403e-08,2.4491757955047433e-08,6.098754140593243e-11,1.2189543818763582e-09,2.0663906349915884e-11,0.9999998807907104,4.461148783718727e-09
61,7,7,1.0885733287002708e-10,1.7436784238711311e-09,2.6203488268095043e-09,2.900159973284744e-11,1.1576156566661666e-07,5.480581322103717e-09,1.4605634410247426e-11,0.9999998807907104,1.4985622335053628e-12,1.0926061271010479e-11
62,3,3,0.0002117882395396009,0.00010028507676906884,0.00032911417656578124,0.9618576765060425,0.009088417515158653,0.0207492895424366,0.00014676425780635327,0.007266425993293524,0.00022330907813739032,2.6895802875515074e-05
63,3,3,1.5312525647459552e-07,1.4025509642578982e-07,1.794923809939064e-05,0.9550564289093018,0.00027470086934044957,0.042171888053417206,6.602087410101376e-07,0.0024709831923246384,1.2459560139177484e-06,5.824919753649738e-06
64,9,9,9.03610253288889e-09,3.3182800507347565e-07,2.1700568425542244e-11,1.214675998673087e-10,2.8895288939345676e-12,7.197667462044421e-10,9.006167339675741e-12,7.188828698989624e-11,2.8555915410066746e-09,0.9999996423721313
65,2,2,0.13176605105400085,4.675454692915082e-05,0.7604212164878845,0.0002996893017552793,0.026137610897421837,0.0001586113212397322,3.289405140094459e-05,0.07955756783485413,0.0002258271852042526,0.001353748608380556
66,4,4,3.760299804866918e-08,8.782007898666677e-10,1.2516044989752118e-05,2.2608885046793148e-05,0.9999024868011475,2.812929596984759e-05,3.798030775215011e-06,3.037504939129576e-05,3.888849242628112e-09,1.3700293344243164e-08
67,8,8,4.6537792286471813e-07,0.005324996076524258,4.0372585274894845e-09,5.927095703128771e-09,5.661620949837243e-09,6.031306565290606e-09,9.940630008031803e-08,7.195632978351796e-11,0.9946734309196472,1.1084483730883221e-06
68,8,8,5.067701636107813e-07,3.515663138387026e-08,8.01720112519888e-09,8.251087990629458e-08,7.692914039125753e-08,3.921070756973677e-08,8.393257644456753e-09,8.669632789448656e-10,0.9999957084655762,3.6267435916670365e-06
69,0,0,0.9830659627914429,0.0003002984740305692,5.767154652858153e-05,0.0037213468458503485,1.521239141766273e-06,3.966134681832045e-05,1.1420766554692818e-07,4.849048877986206e-07,0.012659024447202682,0.00015385811275336891
70,1,1,4.912185431749094e-07,0.9977717995643616,1.138107386111642e-08,1.6440685257634868e-08,2.504261242819439e-09,1.9903640691154578e-07,1.2512950675613865e-08,2.144854605035107e-08,6.466972308771801e-07,0.002226856304332614
71,1,1,4.69897941002273e-06,0.9978302121162415,2.0897957142551604e-08,1.060705159261488e-07,3.0347062640601052e-09,8.32788842330956e-08,4.18074961316961e-08,1.5389473162485956e-07,0.00015577630256302655,0.0020088576711714268
72,5,5,2.8995262368880503e-07,1.3634540607654344e-07,3.83111801056657e-05,0.0055669923312962055,3.2938621643552324e-06,0.994385838508606,2.656144488355494e-06,1.4469301277131308e-06,3.862965058942791e-08,8.761883236729773e-07
73,1,1,1.2068023806932615e-06,0.9999231100082397,3.2211531220127654e-09,9.55410972558468e-10,2.05605865666314e-10,3.1756727802978446e-10,8.109233107234104e-08,3.4562692263762074e-08,6.62403617752716e-05,9.39057190407766e-06
74,5,5,7.569413895680555e-08,1.3841805923675565e-07,1.2213487025292125e-05,0.021012121811509132,2.2999633074505255e-05,0.9789029359817505,5.001594217901584e-06,3.9250124245882034e-05,5.1178012654418126e-06,1.2472573018840194e-07
75,8,8,6.673423740721773e-06,5.520071511000424e-08,2.3912647861834557e-07,3.671723970910534e-05,1.9338249330758117e-06,4.335457560955547e-06,2.549884747793385e-08,4.95207859785296e-06,0.9999369382858276,8.157693628163543e-06
76,9,9,0.003992043901234865,0.0032414072193205357,3.093200803050422e-06,0.0005153658566996455,2.14102583413478e-05,8.020577661227435e-05,3.0295377655420452e-05,6.694292551401304e-06,7.0988921834214125e-06,0.9921024441719055
77,0,0,0.9479506015777588,4.2459278120077215e-06,0.009870474226772785,0.00048129764036275446,0.005383552983403206,0.00017589845811016858,9.792998025659472e-05,0.0002475886431057006,0.03454364836215973,0.0012447817716747522
78,0,0,0.40578702092170715,0.1614902913570404,0.1086997464299202,0.0037274344358593225,0.11115501075983047,0.024113433435559273,0.08731639385223389,0.09213540703058243,0.004151529166847467,0.001423850771971047
79,8,8,0.00015600727056153119,1.9488052203087136e-05,9.535122558190778e-07,8.456096907138999e-07,6.988812373265318e-08,2.0913617504447757e-08,4.436910330696264e-06,3.715264540460339e-08,0.99981290102005,5.206980858929455e-06
80,4,4,3.863412985083414e-06,4.575202638079645e-06,0.00010603818373056129,0.25010713934898376,0.7272631525993347,0.007451361510902643,0.008433889597654343,0.0065448530949652195,2.226368451374583e-05,6.290420424193144e-05
81,4,4,3.805508458754048e-05,0.0007273198571056128,0.0018296297639608383,0.048239000141620636,0.6394055485725403,0.11653144657611847,0.10777018964290619,0.08415957540273666,1.8043481759377755e-05,0.0012811755295842886
82,5,5,1.9786843949987087e-06,3.7481052572729823e-07,0.00012462459562812,0.05864086374640465,0.014227460138499737,0.92684006690979,3.915283377864398e-05,0.00012175775918876752,1.9988110580015928e-06,1.8086070667777676e-06
83,6,6,9.27987713339462e-08,1.6350769627138106e-08,9.61674868449336e-06,7.175800647019059e-07,2.6196684643764456e-07,2.803607301871125e-08,0.9999890327453613,8.639412102384725e-11,2.7265713242741185e-07,6.433278354478489e-09
84,5,5,3.2559304941059963e-07,3.2783623282739427e-06,0.000565084395930171,0.07725688815116882,1.4542089957103599e-05,0.8864619731903076,0.00014652882236987352,0.035487640649080276,3.0931528272049036e-06,6.06579560553655e-05
85,3,3,6.832353392383084e-05,1.1960674783040304e-05,0.0008917240775190294,0.7510144114494324,0.024867713451385498,0.0859946459531784,0.0019507147371768951,0.13508349657058716,0.00011374821770004928,3.2441416806250345e-06
86,8,8,1.7906662833411247e-05,1.0642528636140014e-08,1.381196756966574e-08,6.121207540843443e-09,4.745637216529985e-09,5.436104344447301e-10,1.2663893045328223e-08,2.9775733961789896e-11,0.9999716281890869,1.0405849934613798e-05
87,8,8,2.775543572752781e-09,3.8783868477887395e-11,2.3533165000033662e-11,1.0319822774107479e-10,3.059483916212358e-11,5.610184625887138e-13,3.3124284565255735e-11,3.4963769076148954e-13,1.0,4.1575320963715967e-10
88,1,1,1.7540995322917752e-09,0.9999866485595703,3.5259874880955167e-11,5.019575421982836e-09,3.534768311386216e-11,6.499444982210889e-09,1.8204220075812572e-10,3.730386555211851e-10,4.294286870543118e-10,1.3379555639403407e-05
89,7,7,1.9907780979266931e-10,4.514760509888305e-10,1.1202549110578275e-08,7.723189199282388e-09,5.884925849386491e-05,3.5381185625738e-06,3.2454530729530973e-10,0.9999376535415649,2.792163444897966e-10,8.031496995242193e-11
90,2,2,0.025426173582673073,0.00015452769002877176,0.5469334125518799,0.002421838929876685,0.009532621130347252,0.00028628823929466307,0.4150933623313904,1.530422377982177e-05,8.063524728640914e-05,5.5846150644356385e-05
91,8,8,0.440638929605484,9.846821922110394e-05,1.469944527343614e-05,0.0014122587163001299,4.13620864492259e-06,3.2141866540769115e-05,3.5058066714555025e-05,4.342297870607581e-06,0.5568429231643677,0.0009170583798550069
92,2,2,0.00042615600978024304,4.516250129427135e-08,0.9992577433586121,5.197129212319851e-05,0.00010580415982985869,1.733768658596091e-05,0.00013876812590751797,3.852308338991861e-07,1.649589762564574e-06,1.7266816598748846e-07
93,6,6,0.0013500771019607782,1.585942845849786e-05,0.04316141828894615,0.00828341394662857,0.023985175415873528,0.00011387304402887821,0.9225566387176514,1.1913217349501792e-05,0.0004979489604011178,2.3745351427351125e-05
94,1,1,4.023689825771726e-07,0.9987949132919312,7.943042890090624e-10,1.7105054439525702e-07,8.610455681790086e-10,3.645865120915914e-08,3.751720323297292e-10,3.5206271231658093e-09,8.671226403578203e-09,0.0012046070769429207
95,3,5,1.9488795715005836e-06,6.736862587786163e-07,0.00015883738524280488,0.1024370938539505,0.004938411992043257,0.5985910892486572,0.29377323389053345,9.706043056212366e-05,1.216199052578304e-06,3.565848771813762e-07
96,2,2,0.001488853245973587,1.4192637820542586e-07,0.9982689619064331,1.57002557443775e-06,0.00022584793623536825,2.9195414299465483e-06,4.322153472458012e-06,2.685368372112862e-06,4.286248895368772e-06,4.4059316905986634e-07
97,9,9,1.888099954161504e-10,0.0006198433693498373,1.3351955825691153e-11,5.142252249012991e-11,8.61089151371619e-12,6.345275325135569e-13,4.482270110628406e-11,4.5382530199089555e-12,4.893495386681934e-09,0.9993801116943359
98,8,8,7.740785576970666e-07,0.0006783978897146881,1.1500154162291665e-09,1.2856785636117252e-09,1.1359476692618387e-09,1.3775169893648354e-10,1.1081957609349047e-06,9.443858021984664e-12,0.9993191957473755,5.206720743444748e-07
99,3,3,1.138283096224768e-06,2.5739220177456446e-07,5.685317773895804e-06,0.9913986921310425,0.0011773559963330626,0.006751776207238436,9.967272944777505e-07,0.0006515562417916954,4.0297200598615746e-07,1.2145936125307344e-05
100,0,0,0.9983171224594116,3.015738627709652e-07,0.001172860385850072,2.7774339628194866e-07,7.126003310986562e-06,1.41895185379326e-07,1.84998363295108e-08,3.5421027888560275e-08,0.0004728800558950752,2.9070113669149578e-05
101,4,4,0.009143545292317867,6.1838909459766e-05,0.018174586817622185,0.0011827988782897592,0.8856056332588196,0.003599362215027213,0.04909636080265045,0.032663896679878235,6.84892074787058e-05,0.0004035334859509021
102,0,0,0.9999227523803711,4.38461817964253e-08,1.035122295434121e-05,1.6147406967093048e-08,4.9624919483903795e-05,7.640657884167013e-09,3.4798208758957117e-09,2.2578752756352571e-10,1.7210846635862254e-05,8.755736047305618e-08
103,1,1,7.026163539869401e-10,0.9998739957809448,1.664164292480841e-11,1.0960404112081434e-10,3.288387617761401e-11,8.733986841050201e-13,3.2284985795882903e-09,4.765119722416333e-12,2.811154627124779e-05,9.78331154328771e-05
104,8,8,0.00025962755898945034,1.6576598227402428e-07,5.846089123906495e-08,4.034979994571586e-08,1.9962984154631158e-08,1.443857211569366e-08,5.947057513111531e-09,8.403647222543498e-10,0.9997361302375793,3.935320364689687e-06
105,1,1,2.7825776669487823e-06,0.9994961023330688,2.112715691282574e-07,1.8396661971564754e-08,2.1292960639129888e-07,3.749169508182604e-08,1.1563893309585183e-07,5.122941182378327e-09,0.00031830690568313,0.0001822341000661254
106,3,3,3.105062205577269e-05,0.0044168271124362946,0.00440795486792922,0.814655601978302,0.006175335496664047,0.15870510041713715,0.007878575474023819,0.00011924176942557096,6.012246012687683e-05,0.003550335532054305
107,1,1,2.429923762203856e-10,0.9999998807907104,9.061664721539409e-13,5.563421251464362e-11,1.8530929422238065e-14,4.132982012183817e-10,5.150573977735773e-12,3.7424724370948084e-14,1.3593030701031239e-08,1.1790637444164531e-07
108,2,2,0.00014700379688292742,3.0035524105187505e-05,0.9856313467025757,0.000588884751778096,0.0066703618504107,0.0030309937428683043,0.001847895560786128,0.0005461827968247235,6.839594334451249e-06,0.001500371377915144
109,2,2,0.001584384124726057,0.00041595613583922386,0.7408886551856995,0.02647956646978855,0.005174021702259779,0.11358585953712463,0.00033817411167547107,0.11025199294090271,0.00012776622315868735,0.0011536290403455496
110,6,6,0.00015933216491248459,2.802479912134004e-06,0.003594686510041356,0.09996198117733002,0.06331223249435425,0.04094286635518074,0.7631853222846985,0.025474386289715767,0.0031895891297608614,0.0001767481880960986
111,7,7,8.930205880330888e-11,6.32219346319296e-11,9.442208126486662e-10,4.921500540433499e-09,1.247846967089572e-06,1.171344024442078e-06,3.1209841568763386e-12,0.999997615814209,7.475668001299951e-11,5.967393801320497e-10
112,5,5,2.0343442486137064e-07,3.824226587312296e-05,0.0003158816834911704,0.019701717421412468,0.00022530097339767963,0.9149659276008606,0.049714744091033936,0.015006848610937595,4.945262844557874e-06,2.6119681933778338e-05
113,2,2,0.006062280386686325,7.492988061130745e-07,0.9098210334777832,0.0002407413994660601,0.08256228268146515,0.00013932485308032483,0.00010439278412377462,5.944120403000852e-06,0.0010282114380970597,3.50376358255744e-05
114,6,6,5.115855401527369e-07,5.0346464774975175e-08,0.0002208577934652567,4.3045261008956e-06,0.00011045885912608355,1.3689712830000644e-07,0.9996596574783325,9.631085049477406e-07,3.004315885846154e-06,4.728701696876669e-08
115,4,4,1.0003434454119997e-06,4.769281636285427e-10,2.998449963342864e-05,7.92345701938757e-07,0.9999659061431885,2.0938304601259006e-07,1.5260937971106614e-06,3.403961557069124e-07,1.404026903628619e-07,7.344436725453818e-10
116,7,7,2.695406120523103e-10,5.486715526359376e-10,3.645795842999178e-08,1.7487497561141652e-10,2.5408199988419256e-08,3.605127290029486e-07,3.1377988315289818e-12,0.9999996423721313,8.145264324133095e-11,8.204546070311736e-11
117,9,9,1.7244765615487267e-09,3.159943389619002e-06,8.892783211200683e-12,2.4928869732376846e-11,3.1507061499722044e-13,3.761911268607143e-11,6.213268614885248e-12,5.730233995637768e-12,4.57303750422966e-09,0.9999967813491821
118,6,6,1.5808177522558253e-06,7.819042480150529e-07,0.00011041287507396191,0.01779688522219658,0.0013643796555697918,0.014200164005160332,0.9664332866668701,8.454127964796498e-05,7.89818113844376e-06,9.90218325114256e-08
119,4,4,1.562779834785033e-05,6.7868062281206676e-09,0.000265840208157897,0.010616732761263847,0.9875895977020264,0.00010566005948930979,0.0013890985865145922,1.6990836229524575e-05,2.594984493953234e-07,1.9129362271996797e-07
120,0,0,0.9937078952789307,0.003171366872265935,0.0001927929843077436,0.00015247514238581061,0.0015673061134293675,0.0001527786225778982,0.0002758139162324369,1.3698546354135033e-05,0.0001651215716265142,0.0006007468327879906
121,0,0,0.9992608428001404,3.92718035868711e-09,0.000720487383659929,5.567701322206631e-08,3.9535871110274456e-07,8.521588767962385e-09,1.2577887176234981e-08,7.006018432065275e-09,1.7213089449796826e-05,9.372166118737368e-07
122,8,0,0.9707353711128235,1.1611416994128376e-05,9.278443030780181e-05,4.5056690396449994e-06,9.672601663623936e-06,1.0028714996224153e-06,4.453953806660138e-06,7.53766400407585e-08,0.028963495045900345,0.00017710827523842454
